Asset_ID,Asset_Type,Status,Department,Assigned_To,Acquisition_Date,Asset_Age,Warranty_Expiry_Date,Days_to_Warranty_Expiry,Warranty_Status,License_Expiry_Date,Maintenance_Cost,Repair_Count,Repair_Intensity,Is_High_Cost,Vendor_Name,Location,Compliance_Status,OS_Version,P_High_Cost,Age_Norm,Repair_Norm,Warranty_Exp,Risk_Score,Risk_Level
ASSET_0114,Monitor,In Use,Operations,User_114,2021-02-25,5.2,2025-02-25,-420,Expired,,1337.78,12,2.31,1,Dell,Taichung,Non-Compliant,Not Applicable,0.8762311,0.8253968253968255,0.077,1,0.73,High
ASSET_0115,Monitor,In Use,R&D,User_256,2025-04-12,1.0,2028-04-12,722,Active,,153.2,1,1.0,0,Dell,Hsinchu,Compliant,Not Applicable,0.07274723,0.15873015873015872,0.03333333333333333,0,0.07,Low
ASSET_0116,Desktop,Stock,Operations,User_250,2023-02-26,3.1,2026-02-26,-54,Expired,2024-07-26,1124.01,3,0.97,1,Dell,Other,Non-Compliant,Windows 10,0.5794461,0.4920634920634921,0.03233333333333333,1,0.54,Medium
ASSET_0117,Laptop,In Use,IT,User_097,2023-05-14,2.9,2026-05-14,23,Active,2024-07-14,830.81,6,2.07,0,Lenovo,Hsinchu,At Risk,Windows 10,0.559011,0.4603174603174603,0.06899999999999999,0,0.33,Low
ASSET_0118,Tablet,In Use,Sales,User_308,2025-03-19,1.1,2027-03-19,332,Active,2026-10-19,171.22,2,1.82,0,Dell,Other,Compliant,iPadOS 18,0.09437919,0.17460317460317462,0.06066666666666667,0,0.08,Low
ASSET_0119,Server,In Use,IT,User_092,2024-07-04,1.8,2028-07-04,805,Active,2026-05-04,1834.01,1,0.56,1,Dell,Cloud,Compliant,RHEL 9,0.50493443,0.28571428571428575,0.018666666666666668,0,0.26,Low
ASSET_0120,Tablet,In Use,Sales,User_271,2023-02-02,3.2,2025-08-02,-262,Expired,2024-06-02,512.24,0,0.0,0,Apple,Hsinchu,Compliant,iPadOS 18,0.10761538,0.507936507936508,0.0,1,0.34,Low
ASSET_0121,Laptop,In Use,HR,User_056,2023-07-07,2.8,2027-07-07,442,Active,2026-05-07,4496.79,3,1.07,1,Dell,Taipei,At Risk,Windows 10,0.28095287,0.4444444444444444,0.035666666666666666,0,0.21,Low
ASSET_0122,Laptop,In Use,Operations,User_212,2024-03-02,2.1,2027-03-02,315,Active,2026-01-02,314.8,3,1.43,0,HP,Taichung,At Risk,Windows 11,0.17842981,0.33333333333333337,0.04766666666666666,0,0.15,Low
ASSET_0123,Desktop,In Use,Finance,User_105,2024-03-31,2.1,2027-03-31,344,Active,2025-07-31,727.98,2,0.95,0,HP,Taipei,At Risk,Windows 11,0.11181081,0.33333333333333337,0.03166666666666666,0,0.12,Low
ASSET_0124,Desktop,In Use,HR,User_048,2025-09-12,0.6,2028-09-12,875,Active,2026-09-12,257.94,0,0.0,0,Dell,Other,Compliant,Windows 10,0.14114419,0.09523809523809523,0.0,0,0.08,Low
ASSET_0125,Server,In Use,IT,,2022-07-15,3.8,2026-07-15,85,Active,2023-11-15,1573.11,8,2.11,1,Dell,Cloud,Non-Compliant,Windows Server 2022,0.9702735,0.6031746031746031,0.07033333333333333,0,0.52,Medium
ASSET_0126,Laptop,In Use,HR,User_288,2024-08-26,1.6,2027-08-26,492,Active,2026-08-26,547.37,1,0.62,0,Apple,Taipei,Compliant,macOS 15,0.12267134,0.253968253968254,0.020666666666666667,0,0.1,Low
ASSET_0127,Monitor,In Use,R&D,,2021-05-30,4.9,2024-05-30,-691,Expired,,385.38,4,0.82,0,HP,Hsinchu,Non-Compliant,Not Applicable,0.3051586,0.7777777777777779,0.02733333333333333,1,0.48,Medium
ASSET_0128,Server,In Use,R&D,,2024-12-31,1.3,2028-12-31,985,Active,2028-06-30,738.45,0,0.0,0,Dell,Cloud,Compliant,VMware ESXi,0.24032214,0.20634920634920637,0.0,0,0.14,Low
ASSET_0129,Monitor,In Use,HR,User_059,2025-05-30,0.9,2028-05-30,770,Active,,45.54,0,0.0,0,HP,Other,Compliant,Not Applicable,0.10167757,0.14285714285714288,0.0,0,0.07,Low
ASSET_0130,Desktop,In Use,HR,User_206,2021-09-16,4.6,2024-09-16,-582,Expired,2023-11-16,3243.91,8,1.74,1,Apple,Taipei,Non-Compliant,macOS 13,0.81875867,0.7301587301587301,0.058,1,0.69,Medium
ASSET_0131,Tablet,In Use,Sales,User_330,2025-11-17,0.4,2027-11-17,575,Active,2028-08-17,149.95,0,0.0,0,Dell,Taipei,Compliant,iPadOS 18,0.12233879,0.0634920634920635,0.0,0,0.06,Low
ASSET_0132,Laptop,Stock,R&D,,2026-04-05,0.0,2029-04-05,1080,Active,,109.94,0,0.0,0,Apple,Taipei,Compliant,macOS 13,0.084057294,0.0,0.0,0,0.03,Low
ASSET_0133,Laptop,In Use,Operations,User_357,2024-03-30,2.1,2027-03-30,343,Active,2026-07-30,161.54,1,0.48,0,Lenovo,Hsinchu,Compliant,Windows 11,0.13607168,0.33333333333333337,0.016,0,0.12,Low
ASSET_0134,Laptop,In Use,HR,User_069,2025-09-21,0.6,2028-09-21,884,Active,2026-12-21,126.41,2,3.33,0,Apple,Taipei,Compliant,macOS 13,0.09414868,0.09523809523809523,0.111,0,0.08,Low
ASSET_0135,Monitor,In Use,Operations,,2023-10-26,2.5,2027-04-26,370,Active,,104.52,1,0.4,0,HP,Taichung,Compliant,Not Applicable,0.061324272,0.39682539682539686,0.013333333333333334,0,0.11,Low
ASSET_0136,Tablet,In Use,HR,User_310,2024-08-28,1.6,2026-08-28,129,Active,2026-07-28,93.85,1,0.62,0,Dell,Taipei,Compliant,Win 11,0.06907545,0.253968253968254,0.020666666666666667,0,0.08,Low
ASSET_0137,Laptop,Stock,Sales,User_379,2024-06-07,1.9,2027-06-07,412,Active,,126.56,1,0.53,0,Apple,Taichung,Compliant,macOS 15,0.15079698,0.30158730158730157,0.017666666666666667,0,0.12,Low
ASSET_0138,Server,In Use,HR,,2023-06-13,2.9,2027-06-13,418,Active,2025-07-13,1508.17,8,2.76,1,Cisco,Taipei,Non-Compliant,Ubuntu 22.04,0.9588002,0.4603174603174603,0.092,0,0.49,Medium
ASSET_0139,Desktop,In Use,IT,User_198,2025-09-16,0.6,2028-09-16,879,Active,2026-10-16,220.37,1,1.67,0,Dell,Cloud,Compliant,Windows 10,0.17227507,0.09523809523809523,0.05566666666666666,0,0.1,Low
ASSET_0140,Server,In Use,IT,,2023-05-21,2.9,2027-05-21,395,Active,2025-01-21,1585.53,4,1.38,1,HP,Taichung,At Risk,VMware ESXi,0.91584307,0.4603174603174603,0.046,0,0.47,Medium
ASSET_0141,Server,In Use,HR,User_220,2021-10-02,4.6,2025-10-02,-201,Expired,2022-10-02,2031.99,6,1.3,1,Lenovo,Taipei,Non-Compliant,RHEL 9,0.96368325,0.7301587301587301,0.043333333333333335,1,0.74,High
ASSET_0142,Desktop,In Use,Finance,User_217,2024-07-25,1.7,2027-07-25,460,Active,2026-04-25,233.48,2,1.18,0,Dell,Taipei,Compliant,Windows 11,0.11490639,0.2698412698412698,0.03933333333333333,0,0.11,Low
ASSET_0143,Desktop,Stock,IT,,2022-10-04,3.5,2025-10-04,-199,Expired,,633.05,5,1.43,0,Dell,Taichung,Non-Compliant,Windows 10,0.5390614,0.5555555555555556,0.04766666666666666,1,0.54,Medium
ASSET_0144,Tablet,In Use,HR,User_076,2021-07-11,4.8,2023-07-11,-1015,Expired,2023-10-11,1714.25,9,1.88,1,Lenovo,Taipei,Non-Compliant,Android 14,0.7014201,0.7619047619047619,0.06266666666666666,1,0.65,Medium
ASSET_0145,Server,In Use,IT,,2025-09-23,0.6,2030-03-23,1432,Active,2027-01-23,301.06,1,1.67,0,HP,Taichung,Compliant,RHEL 9,0.08425495,0.09523809523809523,0.05566666666666666,0,0.06,Low
ASSET_0146,Tablet,In Use,Operations,User_177,2024-03-06,2.1,2026-03-06,-46,Expired,2025-10-06,107.56,3,1.43,0,Apple,Taichung,At Risk,Win 11,0.1799337,0.33333333333333337,0.04766666666666666,1,0.35,Low
ASSET_0147,Laptop,In Use,Operations,User_203,2021-04-13,5.0,2024-04-13,-738,Expired,2023-02-13,2081.46,4,0.8,1,Lenovo,Taichung,Non-Compliant,Windows 11,0.86653525,0.7936507936507937,0.02666666666666667,1,0.71,High
ASSET_0148,Monitor,In Use,Finance,User_259,2025-10-22,0.5,2028-10-22,915,Active,,171.04,1,2.0,0,HP,Hsinchu,Compliant,Not Applicable,0.12403692,0.07936507936507936,0.06666666666666667,0,0.08,Low
ASSET_0149,Laptop,In Use,IT,User_138,2023-10-16,2.5,2026-10-16,178,Active,2026-02-16,4698.48,0,0.0,1,Lenovo,Hsinchu,At Risk,Windows 11,0.3310725,0.39682539682539686,0.0,0,0.21,Low
ASSET_0150,Desktop,In Use,Operations,User_378,2022-01-01,4.3,2025-01-01,-475,Expired,2023-06-01,860.79,2,0.47,0,HP,Taichung,Non-Compliant,Windows 11,0.66500515,0.6825396825396826,0.015666666666666666,1,0.61,Medium
ASSET_0151,Desktop,Stock,Operations,,2023-04-07,3.0,2026-04-07,-14,Expired,2025-02-07,329.51,0,0.0,0,Apple,Taichung,Non-Compliant,macOS 15,0.21630308,0.4761904761904762,0.0,1,0.38,Low
ASSET_0152,Server,Stock,Finance,,2023-04-11,3.0,2027-04-11,355,Active,2026-09-11,1070.86,4,1.33,1,HP,Taipei,At Risk,VMware ESXi,0.9163468,0.4761904761904762,0.044333333333333336,0,0.47,Medium
ASSET_0153,Desktop,In Use,Finance,,2023-11-22,2.4,2026-11-22,215,Active,2025-08-22,699.43,4,1.67,0,HP,Taichung,At Risk,Windows 11,0.10828254,0.38095238095238093,0.05566666666666666,0,0.13,Low
ASSET_0154,Monitor,In Use,Finance,,2021-05-20,4.9,2024-05-20,-701,Expired,,542.48,7,1.43,0,HP,Taipei,Non-Compliant,Not Applicable,0.34641036,0.7777777777777779,0.04766666666666666,1,0.5,Medium
ASSET_0155,Monitor,In Use,Finance,User_369,2021-05-03,5.0,2024-05-03,-718,Expired,,261.03,10,2.0,0,Dell,Hsinchu,Non-Compliant,Not Applicable,0.7009731,0.7936507936507937,0.06666666666666667,1,0.65,Medium
ASSET_0156,Monitor,In Use,HR,,2023-08-22,2.7,2026-08-22,123,Active,,93.24,3,1.11,0,Dell,Taipei,Compliant,Not Applicable,0.06272791,0.4285714285714286,0.037000000000000005,0,0.12,Low
ASSET_0157,Server,In Use,Finance,User_290,2025-11-02,0.5,2029-11-02,1291,Active,2028-03-02,356.82,1,2.0,0,HP,Cloud,Compliant,Windows Server 2022,0.13495348,0.07936507936507936,0.06666666666666667,0,0.08,Low
ASSET_0158,Tablet,In Use,HR,User_060,2023-06-22,2.8,2025-06-22,-303,Expired,2025-09-22,1247.52,6,2.14,1,Lenovo,Taipei,Non-Compliant,iPadOS 18,0.6950055,0.4444444444444444,0.07133333333333333,1,0.58,Medium
ASSET_0159,Laptop,In Use,Operations,User_218,2025-05-15,0.9,2028-11-15,939,Active,2026-09-15,100.59,1,1.11,0,Apple,Hsinchu,Compliant,macOS 14,0.21673977,0.14285714285714288,0.037000000000000005,0,0.12,Low
ASSET_0160,Monitor,In Use,Finance,User_005,2024-04-02,2.0,2027-10-02,529,Active,,115.31,0,0.0,0,Dell,Other,Compliant,Not Applicable,0.099563114,0.31746031746031744,0.0,0,0.1,Low
ASSET_0161,Laptop,In Use,R&D,User_281,2022-07-15,3.8,2025-07-15,-280,Expired,,2724.5,2,0.53,1,Lenovo,Other,At Risk,Windows 11,0.57513,0.6031746031746031,0.017666666666666667,1,0.55,Medium
ASSET_0162,Desktop,Stock,Finance,User_031,2023-07-20,2.8,2026-07-20,90,Active,2024-08-20,449.36,3,1.07,0,Apple,Taichung,At Risk,macOS 13,0.22615197,0.4444444444444444,0.035666666666666666,0,0.19,Low
ASSET_0163,Desktop,In Use,Finance,User_019,2023-04-20,3.0,2026-04-20,-1,Expired,2025-09-20,448.74,2,0.67,0,Lenovo,Taipei,At Risk,Windows 11,0.31690758,0.4761904761904762,0.022333333333333334,1,0.43,Medium
ASSET_0164,Desktop,In Use,IT,,2021-12-16,4.3,2024-12-16,-491,Expired,2023-09-16,1364.24,5,1.16,1,Lenovo,Hsinchu,Non-Compliant,Ubuntu 22.04,0.8395836,0.6825396825396826,0.03866666666666666,1,0.68,Medium
ASSET_0165,Desktop,In Use,HR,User_254,2023-08-28,2.6,2026-08-28,129,Active,2024-11-28,90.49,1,0.38,0,HP,Other,At Risk,Windows 11,0.13733561,0.41269841269841273,0.012666666666666666,0,0.14,Low
ASSET_0166,Laptop,In Use,Finance,User_245,2023-06-10,2.9,2026-06-10,50,Active,2024-12-10,447.11,1,0.34,0,Apple,Other,Compliant,macOS 13,0.23979332,0.4603174603174603,0.011333333333333334,0,0.19,Low
ASSET_0167,Tablet,Stock,Operations,User_187,2026-03-11,0.1,2028-03-11,690,Active,2027-12-11,32.1,0,0.0,0,Apple,Taichung,Compliant,iPadOS 18,0.03958723,0.015873015873015876,0.0,0,0.02,Low
ASSET_0168,Laptop,Stock,Operations,User_209,2021-10-25,4.5,2025-04-25,-361,Expired,2023-01-25,507.22,3,0.67,0,Lenovo,Hsinchu,Non-Compliant,Windows 11,0.72184813,0.7142857142857143,0.022333333333333334,1,0.64,Medium
ASSET_0169,Tablet,In Use,Sales,User_304,2023-04-30,3.0,2025-04-30,-356,Expired,2024-11-30,195.47,4,1.33,0,Apple,Taipei,Non-Compliant,iPadOS 18,0.23373675,0.4761904761904762,0.044333333333333336,1,0.4,Low
ASSET_0170,Laptop,Stock,HR,,2023-08-06,2.7,2026-08-06,107,Active,2026-05-06,130.67,2,0.74,0,Apple,Taipei,Compliant,macOS 14,0.26992786,0.4285714285714286,0.024666666666666667,0,0.2,Low
ASSET_0171,Monitor,In Use,Sales,User_301,2021-05-06,5.0,2024-05-06,-715,Expired,,183.07,4,0.8,0,Dell,Taipei,Non-Compliant,Not Applicable,0.33668187,0.7936507936507937,0.02666666666666667,1,0.5,Medium
ASSET_0172,Laptop,In Use,Finance,User_356,2025-05-22,0.9,2028-05-22,762,Active,2026-11-22,139.23,2,2.22,0,HP,Taipei,Compliant,Windows 11,0.123128116,0.14285714285714288,0.07400000000000001,0,0.09,Low
ASSET_0173,Laptop,In Use,Sales,User_322,2026-03-27,0.1,2029-03-27,1071,Active,2027-10-27,112.69,1,10.0,0,Lenovo,Other,Compliant,Windows 11,0.03546897,0.015873015873015876,0.3333333333333333,0,0.08,Low
ASSET_0174,Desktop,Stock,IT,User_321,2022-05-12,3.9,2026-05-12,21,Active,2023-08-12,205.94,3,0.77,0,Lenovo,Taipei,At Risk,Windows 11,0.60364145,0.6190476190476191,0.025666666666666667,0,0.37,Low
ASSET_0175,Laptop,In Use,R&D,User_032,2023-04-03,3.0,2026-10-03,165,Active,2025-01-03,437.58,2,0.67,0,Apple,Taipei,At Risk,macOS 13,0.26706624,0.4761904761904762,0.022333333333333334,0,0.21,Low
ASSET_0176,Laptop,In Use,Sales,User_171,2025-09-19,0.6,2028-09-19,882,Active,2027-04-19,48.1,0,0.0,0,Apple,Taipei,Compliant,macOS 13,0.19051549,0.09523809523809523,0.0,0,0.1,Low
ASSET_0177,Laptop,In Use,Sales,User_321,2024-10-14,1.5,2027-10-14,541,Active,2026-09-14,74.85,2,1.33,0,Dell,Taipei,Compliant,Windows 10,0.15821089,0.2380952380952381,0.044333333333333336,0,0.12,Low
ASSET_0178,Laptop,Decommissioned,HR,,2020-09-30,5.6,2023-09-30,-934,Expired,2022-08-30,692.93,7,1.25,0,Dell,Hsinchu,Non-Compliant,Windows 10,0.8105793,0.8888888888888888,0.041666666666666664,1,0.71,High
ASSET_0179,Tablet,Stock,HR,User_057,2023-12-20,2.3,2025-12-20,-122,Expired,2025-08-20,345.39,6,2.61,0,Lenovo,Taipei,Non-Compliant,Android 14,0.1492625,0.36507936507936506,0.087,1,0.35,Low
ASSET_0180,Laptop,In Use,HR,User_106,2023-07-04,2.8,2026-07-04,74,Active,2024-07-04,446.85,5,1.79,0,Apple,Taipei,Non-Compliant,macOS 13,0.55701447,0.4444444444444444,0.059666666666666666,0,0.32,Low
ASSET_0181,Laptop,Stock,R&D,User_152,2023-07-16,2.8,2026-07-16,86,Active,2025-01-16,255.76,1,0.36,0,Apple,Taipei,Compliant,macOS 14,0.25975886,0.4444444444444444,0.012,0,0.2,Low
ASSET_0182,Desktop,Stock,Finance,User_370,2025-12-24,0.3,2028-12-24,978,Active,2028-07-24,92.11,0,0.0,0,Dell,Taipei,Compliant,Windows 10,0.20634058,0.047619047619047616,0.0,0,0.09,Low
ASSET_0183,Desktop,In Use,Finance,User_201,2024-01-30,2.2,2027-01-30,284,Active,2025-04-30,405.82,3,1.36,0,Lenovo,Taipei,At Risk,Windows 10,0.11740831,0.34920634920634924,0.04533333333333334,0,0.13,Low
ASSET_0184,Laptop,In Use,Operations,User_218,2025-01-12,1.3,2028-01-12,631,Active,2027-01-12,160.77,0,0.0,0,Lenovo,Taichung,Compliant,Windows 10,0.11370983,0.20634920634920637,0.0,0,0.09,Low
ASSET_0185,Tablet,In Use,Finance,User_027,2025-06-10,0.9,2027-12-10,598,Active,2027-12-10,179.34,1,1.11,0,Lenovo,Taichung,Compliant,Android 14,0.1083974,0.14285714285714288,0.037000000000000005,0,0.08,Low
ASSET_0186,Server,In Use,Operations,User_222,2022-05-29,3.9,2026-05-29,38,Active,2025-04-29,1951.7,2,0.51,1,HP,Cloud,At Risk,RHEL 9,0.8801397,0.6190476190476191,0.017,0,0.48,Medium
ASSET_0187,Laptop,In Use,R&D,User_372,2024-03-28,2.1,2027-09-28,525,Active,2025-12-28,1173.9,0,0.0,1,Lenovo,Hsinchu,Compliant,Windows 11,0.17601497,0.33333333333333337,0.0,0,0.14,Low
ASSET_0188,Desktop,In Use,Finance,User_109,2023-01-13,3.3,2026-01-13,-98,Expired,2024-01-13,595.95,4,1.21,0,Lenovo,Taipei,Non-Compliant,Windows 10,0.51697516,0.5238095238095238,0.04033333333333333,1,0.52,Medium
ASSET_0189,Tablet,Stock,HR,User_012,2020-10-17,5.5,2023-04-17,-1100,Expired,2023-02-17,745.63,2,0.36,0,Dell,Other,Non-Compliant,Android 14,0.31295216,0.873015873015873,0.012,1,0.5,Medium
ASSET_0190,Server,In Use,Finance,,2025-04-17,1.0,2029-04-17,1092,Active,2028-03-17,725.03,3,3.0,0,Dell,Other,Compliant,RHEL 9,0.0647965,0.15873015873015872,0.1,0,0.08,Low
ASSET_0191,Monitor,Stock,IT,,2024-12-24,1.3,2027-12-24,612,Active,,91.62,2,1.54,0,Apple,Taipei,At Risk,Not Applicable,0.05411694,0.20634920634920637,0.051333333333333335,0,0.07,Low
ASSET_0192,Monitor,In Use,IT,,2022-11-12,3.4,2025-11-12,-160,Expired,,91.91,3,0.88,0,Apple,Hsinchu,Non-Compliant,Not Applicable,0.12407703,0.5396825396825397,0.029333333333333333,1,0.36,Low
ASSET_0193,Laptop,In Use,Operations,User_199,2021-08-03,4.7,2025-08-03,-261,Expired,2022-11-03,824.49,6,1.28,0,Dell,Taichung,Non-Compliant,Windows 11,0.86060977,0.746031746031746,0.042666666666666665,1,0.7,Medium
ASSET_0194,Laptop,Stock,R&D,,2024-09-21,1.6,2027-09-21,518,Active,2025-10-21,186.17,0,0.0,0,Apple,Other,At Risk,macOS 13,0.13315815,0.253968253968254,0.0,0,0.1,Low
ASSET_0195,Desktop,In Use,Finance,User_006,2025-10-04,0.5,2028-10-04,897,Active,2026-12-04,94.53,1,2.0,0,Apple,Taipei,Compliant,macOS 13,0.22048353,0.07936507936507936,0.06666666666666667,0,0.12,Low
ASSET_0196,Tablet,In Use,Operations,User_230,2021-04-29,5.0,2023-10-29,-905,Expired,2023-05-29,1489.17,6,1.2,1,Lenovo,Taipei,Non-Compliant,iPadOS 18,0.824255,0.7936507936507937,0.04,1,0.7,Medium
ASSET_0197,Laptop,In Use,Operations,User_180,2023-01-28,3.2,2026-01-28,-83,Expired,,403.31,1,0.31,0,HP,Other,At Risk,Windows 11,0.45357573,0.507936507936508,0.010333333333333333,1,0.49,Medium
ASSET_0198,Tablet,Stock,Sales,,2026-03-18,0.1,2028-09-18,881,Active,2027-06-18,59.02,0,0.0,0,Dell,Other,Compliant,iPadOS 18,0.044407956,0.015873015873015876,0.0,0,0.02,Low
ASSET_0199,Monitor,In Use,HR,User_039,2025-01-19,1.2,2028-01-19,638,Active,,20.0,0,0.0,0,Lenovo,Other,Compliant,Not Applicable,0.09068448,0.19047619047619047,0.0,0,0.07,Low
ASSET_0200,Laptop,In Use,Sales,User_328,2024-03-12,2.1,2027-03-12,325,Active,2025-07-12,552.07,3,1.43,0,Dell,Other,At Risk,Windows 11,0.16196442,0.33333333333333337,0.04766666666666666,0,0.14,Low
ASSET_0201,Laptop,Stock,Sales,,2021-08-03,4.7,2024-08-03,-626,Expired,2023-02-03,290.14,1,0.21,0,Lenovo,Other,Non-Compliant,Windows 11,0.5604238,0.746031746031746,0.007,1,0.57,Medium
ASSET_0202,Laptop,Retired,Operations,,2022-06-21,3.8,2025-06-21,-304,Expired,2024-02-21,1645.4,6,1.58,1,Apple,Taichung,Non-Compliant,macOS 14,0.7577307,0.6031746031746031,0.05266666666666667,1,0.63,Medium
ASSET_0203,Monitor,In Use,R&D,User_262,2026-01-28,0.2,2029-01-28,1013,Active,,126.72,0,0.0,0,HP,Taichung,Compliant,Not Applicable,0.085038684,0.03174603174603175,0.0,0,0.04,Low
ASSET_0204,Laptop,In Use,Finance,User_014,2021-12-25,4.3,2024-12-25,-482,Expired,2023-05-25,1255.32,2,0.47,1,Dell,Taipei,At Risk,Windows 11,0.67823374,0.6825396825396826,0.015666666666666666,1,0.61,Medium
ASSET_0205,Laptop,In Use,HR,User_280,2024-08-26,1.6,2027-08-26,492,Active,,125.47,2,1.25,0,Lenovo,Hsinchu,Compliant,Windows 10,0.16170987,0.253968253968254,0.041666666666666664,0,0.12,Low
ASSET_0206,Desktop,In Use,Operations,User_316,2025-03-11,1.1,2028-09-11,874,Active,2026-09-11,852.95,2,1.82,0,Dell,Hsinchu,Compliant,Windows 11,0.1478114,0.17460317460317462,0.06066666666666667,0,0.11,Low
ASSET_0207,Monitor,In Use,IT,User_175,2026-04-04,0.0,2029-10-04,1262,Active,,49.48,0,0.0,0,Dell,Taipei,Compliant,Not Applicable,0.10635156,0.0,0.0,0,0.04,Low
ASSET_0208,Desktop,In Use,Operations,,2024-05-07,2.0,2027-05-07,381,Active,,1178.81,2,1.0,1,Dell,Other,Compliant,Windows 10,0.1404456,0.31746031746031744,0.03333333333333333,0,0.13,Low
ASSET_0209,Desktop,In Use,Sales,User_330,2024-12-14,1.3,2027-12-14,602,Active,,240.7,2,1.54,0,HP,Taichung,Compliant,Windows 11,0.11006184,0.20634920634920637,0.051333333333333335,0,0.1,Low
ASSET_0210,Laptop,In Use,Operations,User_320,2021-03-26,5.1,2024-03-26,-756,Expired,2022-04-26,4140.41,5,0.98,1,Apple,Taichung,Non-Compliant,macOS 14,0.8602078,0.8095238095238095,0.03266666666666666,1,0.71,High
ASSET_0211,Tablet,In Use,Operations,,2023-06-03,2.9,2025-12-03,-139,Expired,2026-03-03,182.93,1,0.34,0,Lenovo,Hsinchu,At Risk,Android 14,0.1874412,0.4603174603174603,0.011333333333333334,1,0.37,Low
ASSET_0212,Tablet,In Use,Sales,User_340,2024-02-17,2.2,2026-02-17,-63,Expired,2025-11-17,111.17,2,0.91,0,Apple,Taichung,At Risk,Android 14,0.09184951,0.34920634920634924,0.030333333333333334,1,0.31,Low
ASSET_0213,Laptop,In Use,HR,User_059,2025-08-20,0.7,2028-08-20,852,Active,2027-03-20,108.99,1,1.43,0,Dell,Taipei,Compliant,Windows 11,0.17708357,0.1111111111111111,0.04766666666666666,0,0.1,Low
ASSET_0214,Tablet,In Use,Sales,User_396,2024-02-24,2.2,2026-02-24,-56,Expired,2025-11-24,109.76,2,0.91,0,Apple,Other,At Risk,iPadOS 18,0.09184951,0.34920634920634924,0.030333333333333334,1,0.31,Low
ASSET_0215,Server,In Use,IT,,2023-05-24,2.9,2028-05-24,764,Active,2024-07-24,975.27,2,0.69,1,Dell,Cloud,Compliant,VMware ESXi,0.881376,0.4603174603174603,0.023,0,0.45,Medium
ASSET_0216,Tablet,In Use,Sales,User_316,2024-04-23,2.0,2026-10-23,185,Active,2026-11-23,76.35,0,0.0,0,Lenovo,Hsinchu,Compliant,iPadOS 18,0.054649755,0.31746031746031744,0.0,0,0.09,Low
ASSET_0217,Server,In Use,IT,User_097,2022-05-19,3.9,2026-05-19,28,Active,2024-05-19,2325.7,3,0.77,1,Cisco,Cloud,Non-Compliant,RHEL 9,0.9470117,0.6190476190476191,0.025666666666666667,0,0.51,Medium
ASSET_0218,Tablet,In Use,Operations,User_157,2022-07-23,3.7,2025-01-23,-453,Expired,2024-04-23,196.86,0,0.0,0,Cisco,Hsinchu,Non-Compliant,Android 14,0.12293182,0.5873015873015873,0.0,1,0.37,Low
ASSET_0219,Monitor,Stock,R&D,,2022-02-15,4.2,2025-02-15,-430,Expired,,742.43,5,1.19,0,Lenovo,Other,Non-Compliant,Not Applicable,0.33229628,0.6666666666666667,0.03966666666666666,1,0.47,Medium
ASSET_0220,Laptop,In Use,Sales,User_335,2022-01-27,4.2,2025-01-27,-449,Expired,2023-07-27,777.38,4,0.95,0,Lenovo,Taichung,Non-Compliant,Windows 11,0.791661,0.6666666666666667,0.03166666666666666,1,0.66,Medium
ASSET_0221,Tablet,In Use,Sales,User_310,2022-01-20,4.2,2024-07-20,-640,Expired,2024-04-20,155.03,1,0.24,0,Lenovo,Other,Non-Compliant,iPadOS 18,0.40755576,0.6666666666666667,0.008,1,0.5,Medium
ASSET_0222,Desktop,In Use,Operations,User_181,2023-06-17,2.8,2026-06-17,57,Active,2026-02-17,451.1,2,0.71,0,Apple,Hsinchu,At Risk,macOS 15,0.18084614,0.4444444444444444,0.023666666666666666,0,0.17,Low
ASSET_0223,Laptop,In Use,IT,User_090,2025-10-23,0.5,2028-10-23,916,Active,2027-12-23,89.71,1,2.0,0,Dell,Taipei,Compliant,Windows 11,0.28829154,0.07936507936507936,0.06666666666666667,0,0.14,Low
ASSET_0224,Tablet,Retired,Sales,,2020-11-04,5.5,2023-11-04,-899,Expired,2023-06-04,5702.88,7,1.27,1,Lenovo,Other,Non-Compliant,iPadOS 18,0.845346,0.873015873015873,0.042333333333333334,1,0.72,High
ASSET_0225,Server,In Use,Operations,User_097,2024-09-20,1.6,2029-03-20,1064,Active,2027-06-20,168.32,0,0.0,0,Lenovo,Taipei,Compliant,RHEL 9,0.2520313,0.253968253968254,0.0,0,0.15,Low
ASSET_0226,Desktop,Stock,Finance,User_266,2025-08-22,0.7,2028-08-22,854,Active,2027-06-22,96.17,1,1.43,0,Lenovo,Hsinchu,Compliant,Windows 10,0.13063136,0.1111111111111111,0.04766666666666666,0,0.08,Low
ASSET_0227,Desktop,In Use,Operations,User_173,2023-08-16,2.7,2026-08-16,117,Active,2025-03-16,201.54,5,1.85,0,Apple,Other,At Risk,macOS 14,0.3143808,0.4285714285714286,0.06166666666666667,0,0.22,Low
ASSET_0228,Desktop,In Use,Finance,User_367,2025-05-27,0.9,2028-11-27,951,Active,2027-02-27,280.58,1,1.11,0,Apple,Taipei,Compliant,macOS 14,0.14671716,0.14285714285714288,0.037000000000000005,0,0.09,Low
ASSET_0229,Tablet,In Use,HR,User_065,2023-06-09,2.9,2025-06-09,-316,Expired,2024-08-09,217.77,0,0.0,0,Dell,Taipei,At Risk,Win 11,0.16151527,0.4603174603174603,0.0,1,0.36,Low
