Asset_ID,Asset_Type,Assigned_To,Department,Acquisition_Date,Warranty_Expiry_Date,Status,Maintenance_Cost,License_Expiry_Date,Vendor_Name,Location,Compliance_Status,OS_Version,Repair_Count
ASSET_0813,Desktop,User_184,Operations,2024-02-29,2028-03-27,In Use,622.37,2025-03-25,Dell,Taipei,At Risk,macOS 12,2
ASSET_0814,Desktop,,HR,2023-12-09,2025-11-09,Stock,220.93,2026-01-31,Lenovo,Taipei,At Risk,macOS 13,0
ASSET_0815,Desktop,User_165,Operations,2025-06-25,2028-06-01,In Use,358.66,2026-07-01,Apple,Hsinchu,Compliant,macOS 12,1
ASSET_0816,Tablet,User_161,Operations,2022-12-21,2025-02-16,In Use,241.15,2023-12-22,Apple,Taipei,At Risk,Win 10,2
ASSET_0817,Laptop,User_167,Operations,2023-06-06,2025-06-28,In Use,482.47,2024-07-05,Apple,Hsinchu,At Risk,Win 11,1
ASSET_0818,Tablet,User_325,Sales,2024-06-26,2025-07-13,In Use,198.18,2026-08-12,Lenovo,Taipei,Compliant,Win 11,1
ASSET_0819,Desktop,,HR,2024-03-05,2028-04-06,Decommissioned,,,Lenovo,Other,Compliant,macOS 14,1
ASSET_0820,Laptop,,HR,2024-11-12,2027-10-29,Decommissioned,472.54,,Dell,Taichung,Compliant,macOS 13,1
ASSET_0821,Tablet,,Sales,2020-08-26,2021-11-16,Retired,506.28,,HP,Other,Non-Compliant,Win 11,4
ASSET_0822,Monitor,User_166,Operations,2025-09-25,2028-09-20,In Use,103.97,,Lenovo,Other,Compliant,,0
ASSET_0823,Desktop,,HR,2023-11-10,2026-01-18,Stock,360.02,2025-12-09,Lenovo,Taichung,At Risk,macOS 13,1
ASSET_0824,Server,User_095,IT,2024-10-30,2028-11-06,In Use,2007.27,2027-11-13,Cisco,Taichung,Compliant,Windows Server 2022,1
ASSET_0825,Tablet,User_250,R&D,2024-05-04,2025-06-07,In Use,262.06,2026-06-21,Apple,Taipei,Compliant,Win 10,1
ASSET_0826,Tablet,User_345,Sales,2022-05-06,2024-05-27,In Use,246.53,2023-06-08,Apple,Taichung,Non-Compliant,Win 10,1
ASSET_0827,Monitor,,HR,2023-04-11,2025-05-14,Decommissioned,,,Lenovo,Taipei,Compliant,,5
ASSET_0828,Laptop,User_332,Sales,2021-07-03,2024-08-13,In Use,830.27,2022-07-01,HP,Taichung,Non-Compliant,macOS 12,3
ASSET_0829,Laptop,User_325,Sales,2023-07-02,2025-09-20,In Use,731.56,2025-06-19,Dell,Taichung,At Risk,Win 11,3
ASSET_0830,Desktop,,IT,2025-01-27,2027-04-14,Stock,,2027-01-25,Dell,Hsinchu,Compliant,Win 11,2
ASSET_0831,Server,User_254,R&D,2023-10-26,2028-12-15,In Use,4487.64,2026-11-27,Dell,Taipei,At Risk,Windows Server 2022,5
ASSET_0832,Server,,R&D,2020-09-20,2023-08-26,Retired,4595.01,,Lenovo,Hsinchu,Non-Compliant,Windows Server 2022,4
ASSET_0833,Monitor,,HR,2021-11-22,2024-01-04,Retired,,,HP,Taipei,Non-Compliant,,3
ASSET_0834,Laptop,,R&D,2024-01-01,2026-01-07,Stock,,2024-12-19,Apple,Hsinchu,At Risk,macOS 12,0
ASSET_0835,Server,User_221,Operations,2025-09-07,2030-10-10,In Use,1781.71,2027-10-29,Lenovo,Taichung,Compliant,Ubuntu 22.04,1
ASSET_0836,Server,,R&D,2020-09-24,2024-08-26,Decommissioned,,,Cisco,Cloud,At Risk,Windows Server 2022,0
ASSET_0837,Laptop,User_266,R&D,2025-07-04,2028-07-24,In Use,912.15,2026-08-25,Apple,Hsinchu,Compliant,macOS 13,2
ASSET_0838,Desktop,User_030,Finance,2022-11-07,2026-01-25,In Use,219.06,2024-11-23,Lenovo,Taipei,At Risk,Win 11,0
ASSET_0839,Desktop,User_313,Sales,2025-03-17,2027-04-05,In Use,222.0,2028-04-07,HP,Other,Compliant,macOS 14,0
ASSET_0840,Tablet,,Finance,2023-01-30,2025-01-01,Retired,,,Dell,Taipei,Non-Compliant,Win 10,4
ASSET_0841,Laptop,User_229,Operations,2024-06-05,2026-07-03,In Use,446.81,2026-07-12,Lenovo,Other,Compliant,macOS 14,1
ASSET_0842,Laptop,,HR,2025-05-28,2028-05-11,Stock,262.45,2027-07-12,Lenovo,Taipei,Compliant,macOS 12,0
ASSET_0843,Monitor,User_291,R&D,2023-07-12,2025-09-18,In Use,122.19,,HP,Hsinchu,Compliant,,0
ASSET_0844,Tablet,User_111,IT,2025-04-14,2027-06-06,In Use,153.15,2026-06-07,Apple,Taipei,Compliant,Win 10,0
ASSET_0845,Laptop,User_295,R&D,2021-04-06,2023-06-24,In Use,650.23,2023-04-14,HP,Hsinchu,Non-Compliant,macOS 12,1
ASSET_0846,Server,User_284,R&D,2023-03-05,2027-04-09,In Use,3445.16,2024-04-06,Lenovo,Cloud,At Risk,Ubuntu 22.04,3
ASSET_0847,Laptop,,IT,2023-02-09,2025-02-26,Decommissioned,,,HP,Taichung,Compliant,Win 10,0
ASSET_0848,Server,User_332,Sales,2024-08-20,2028-08-15,In Use,1599.99,2025-08-13,Lenovo,Other,At Risk,Windows Server 2022,1
ASSET_0849,Server,User_256,R&D,2025-11-21,2031-02-11,In Use,2275.61,2027-11-05,Dell,Hsinchu,Compliant,Ubuntu 22.04,1
ASSET_0850,Laptop,,HR,2023-04-28,2025-05-31,Stock,944.97,2024-06-25,Lenovo,Taipei,At Risk,Win 10,3
ASSET_0851,Tablet,,HR,2023-11-17,2025-11-20,Retired,234.34,,Apple,Other,At Risk,Win 10,2
ASSET_0852,Server,,Finance,2020-09-08,2023-11-01,Decommissioned,6546.48,,Cisco,Taipei,Compliant,Ubuntu 22.04,8
ASSET_0853,Server,User_214,Operations,2021-06-14,2026-08-30,In Use,4772.76,2024-06-21,Dell,Hsinchu,Non-Compliant,RHEL 9,5
ASSET_0854,Desktop,,IT,2023-02-21,2025-05-07,Retired,675.54,,Dell,Other,At Risk,macOS 12,3
ASSET_0855,Desktop,,Finance,2020-10-31,2025-01-22,Retired,949.29,,Lenovo,Taipei,At Risk,Win 11,4
ASSET_0856,Desktop,,IT,2025-02-04,2027-04-12,Stock,458.18,2027-03-20,HP,Cloud,Compliant,macOS 12,1
ASSET_0857,Desktop,,HR,2022-03-14,2025-05-02,Stock,244.57,2023-04-03,HP,Other,At Risk,Win 10,0
ASSET_0858,Monitor,,Operations,2021-09-09,2023-10-24,Retired,,,HP,Taipei,At Risk,,2
ASSET_0859,Monitor,,HR,2024-08-26,2026-11-21,Stock,89.82,,Lenovo,Taipei,Compliant,,0
ASSET_0860,Laptop,,Finance,2020-08-12,2022-08-14,Decommissioned,230.74,,Apple,Taichung,Compliant,macOS 12,0
ASSET_0861,Desktop,,Finance,2025-04-13,2027-03-25,Stock,,2028-04-07,HP,Taipei,Compliant,Win 11,0
ASSET_0862,Laptop,,HR,2023-06-29,2025-08-04,Stock,704.64,2025-08-12,Apple,Other,At Risk,Win 10,2
ASSET_0863,Laptop,User_305,Sales,2024-02-10,2027-03-13,In Use,263.0,2025-03-19,Apple,Taichung,At Risk,Win 11,0
ASSET_0864,Tablet,User_347,Sales,2021-11-24,2024-01-22,In Use,212.04,2022-11-14,Apple,Hsinchu,At Risk,Win 10,1
ASSET_0865,Server,,R&D,2025-03-08,2030-04-08,Stock,2097.1,2027-04-01,HP,Other,Compliant,Windows Server 2022,1
ASSET_0866,Laptop,,R&D,2024-07-13,2027-08-01,Retired,1179.68,,Apple,Other,At Risk,Win 11,5
ASSET_0867,Desktop,,Finance,2023-02-16,2025-03-31,Stock,431.26,2025-02-24,HP,Taipei,Non-Compliant,Win 11,2
ASSET_0868,Laptop,,HR,2024-06-04,2027-07-23,Stock,226.74,2026-06-15,HP,Taichung,Compliant,Win 10,0
ASSET_0869,Laptop,,IT,2021-04-08,2024-06-09,Retired,638.77,,Apple,Taipei,At Risk,Win 11,1
ASSET_0870,Laptop,,Operations,2020-08-23,2023-09-17,Retired,676.36,,Lenovo,Hsinchu,At Risk,Win 11,3
ASSET_0871,Laptop,User_207,Operations,2022-12-09,2025-02-25,In Use,394.9,2025-01-10,Lenovo,Taichung,Non-Compliant,Win 10,1
ASSET_0872,Monitor,,Operations,2021-12-27,2025-01-18,Retired,279.28,,Dell,Other,Non-Compliant,,4
ASSET_0873,Monitor,,HR,2021-10-15,2023-11-30,Stock,79.15,,Dell,Other,At Risk,,0
ASSET_0874,Desktop,,Finance,2020-02-18,2022-04-28,Decommissioned,545.85,,Dell,Taipei,Compliant,Win 11,2
ASSET_0875,Laptop,,HR,2023-03-04,2025-03-19,Stock,624.07,2025-04-09,Dell,Taichung,At Risk,Win 10,2
ASSET_0876,Server,,R&D,2022-08-22,2025-09-10,Retired,4383.66,,Lenovo,Other,Non-Compliant,RHEL 9,4
ASSET_0877,Laptop,User_309,Sales,2021-12-16,2024-02-12,In Use,819.12,2023-12-26,Apple,Other,Non-Compliant,Win 11,2
ASSET_0878,Monitor,,HR,2025-11-25,2027-11-15,Stock,99.52,,HP,Taichung,Compliant,,0
ASSET_0879,Server,,Operations,2022-10-26,2025-12-01,Retired,2243.1,,HP,Taichung,At Risk,Windows Server 2022,3
ASSET_0880,Server,User_148,IT,2025-11-25,2029-12-23,In Use,1827.89,2026-11-22,Dell,Hsinchu,Compliant,RHEL 9,1
ASSET_0881,Tablet,User_298,Sales,2023-12-14,2026-01-31,In Use,157.55,2026-02-08,Dell,Other,At Risk,Win 11,0
ASSET_0882,Desktop,,Finance,2023-03-02,2027-05-12,Retired,,,Dell,Other,At Risk,macOS 14,1
ASSET_0883,Desktop,,HR,2022-01-15,2026-02-02,Decommissioned,1140.59,,Dell,Other,Compliant,macOS 12,6
ASSET_0884,Server,User_090,IT,2022-10-30,2027-11-04,In Use,5008.42,2023-12-21,Cisco,Cloud,At Risk,Ubuntu 22.04,5
ASSET_0885,Server,,Finance,2024-04-01,2028-05-03,Stock,4663.06,2026-03-17,Cisco,Taipei,Non-Compliant,Windows Server 2022,5
ASSET_0886,Desktop,User_155,Operations,2024-01-20,2027-02-22,In Use,613.82,2026-03-15,Dell,Taichung,At Risk,macOS 12,2
ASSET_0887,Desktop,User_085,IT,2024-07-25,2028-07-06,In Use,360.92,2025-08-04,Dell,Hsinchu,At Risk,macOS 13,1
ASSET_0888,Server,User_102,IT,2025-09-03,2028-08-29,In Use,3038.64,2027-09-22,Cisco,Other,Compliant,Ubuntu 22.04,2
ASSET_0889,Desktop,,Finance,2022-07-11,2025-07-04,Stock,375.13,2023-07-01,HP,Taipei,At Risk,macOS 12,1
ASSET_0890,Tablet,,HR,2025-06-06,2027-06-16,Stock,,2026-08-05,Dell,Other,Compliant,Win 10,0
ASSET_0891,Laptop,User_287,R&D,2025-11-28,2028-02-05,In Use,364.21,2027-01-10,Lenovo,Hsinchu,Compliant,macOS 14,0
ASSET_0892,Monitor,,Sales,2026-01-09,2029-01-31,Stock,,,Lenovo,Other,Compliant,,0
ASSET_0893,Desktop,,Finance,2023-01-08,2025-02-17,Stock,395.57,2024-02-14,Lenovo,Hsinchu,Non-Compliant,Win 10,1
ASSET_0894,Desktop,,Finance,2022-12-13,2027-01-26,Stock,423.15,2025-12-07,Dell,Other,At Risk,macOS 13,1
ASSET_0895,Tablet,User_353,Sales,2024-03-06,2025-05-06,In Use,217.01,2026-04-13,Apple,Other,At Risk,Win 10,1
ASSET_0896,Laptop,,HR,2021-04-10,2023-03-25,Stock,572.89,2022-04-07,Dell,Taichung,At Risk,Win 11,1
ASSET_0897,Laptop,,HR,2023-02-06,2025-01-26,Stock,569.27,2024-01-27,Apple,Hsinchu,At Risk,macOS 14,2
ASSET_0898,Laptop,User_085,IT,2022-07-08,2024-09-19,In Use,596.02,2024-06-21,Dell,Taipei,At Risk,Win 10,1
ASSET_0899,Monitor,,Sales,2025-03-09,2027-05-10,Stock,,,HP,Taipei,Compliant,,0
ASSET_0900,Server,User_146,IT,2025-11-26,2029-12-24,In Use,,2027-11-10,HP,Cloud,Compliant,Ubuntu 22.04,2
ASSET_0901,Laptop,,Finance,2022-03-21,2025-04-01,Stock,699.66,2024-05-08,Apple,Taichung,At Risk,Win 11,2
ASSET_0902,Monitor,,Operations,2022-03-28,2025-03-18,Decommissioned,300.3,,HP,Hsinchu,Compliant,,4
ASSET_0903,Laptop,,HR,2026-04-08,2028-03-30,Stock,573.34,2028-06-04,Apple,Taipei,Compliant,Win 10,1
ASSET_0904,Laptop,User_228,Operations,2021-02-05,2024-04-07,In Use,813.58,2022-03-08,Lenovo,Hsinchu,At Risk,macOS 12,3
ASSET_0905,Monitor,,HR,2020-03-28,2023-03-25,Retired,445.77,,Dell,Taipei,Non-Compliant,,6
ASSET_0906,Tablet,,HR,2024-12-07,2027-01-19,Decommissioned,230.6,,Apple,Taichung,Compliant,Win 11,2
ASSET_0907,Laptop,User_278,R&D,2023-12-30,2027-02-17,In Use,1625.63,2026-02-11,Apple,Cloud,Non-Compliant,macOS 13,6
ASSET_0908,Tablet,User_331,Sales,2023-09-22,2025-09-03,In Use,376.49,2025-09-27,Lenovo,Hsinchu,At Risk,Win 11,3
ASSET_0909,Monitor,,Finance,2025-06-22,2027-08-14,Stock,154.93,,Dell,Taipei,Compliant,,1
ASSET_0910,Tablet,User_284,R&D,2022-11-26,2024-11-01,In Use,214.49,2025-11-16,Apple,Taichung,Non-Compliant,Win 10,1
ASSET_0911,Laptop,,Finance,2023-11-17,2025-11-21,Stock,297.86,2026-12-10,Lenovo,Taipei,Compliant,macOS 14,0
ASSET_0912,Laptop,,HR,2023-06-18,2025-08-25,Retired,616.38,,Apple,Other,At Risk,macOS 14,2
ASSET_0913,Monitor,,Operations,2025-09-07,2028-09-02,Stock,143.54,,Apple,Taipei,Compliant,,1
ASSET_0914,Monitor,,HR,2026-04-04,2028-04-01,Stock,,,Lenovo,Taipei,Compliant,,0
ASSET_0915,Tablet,User_350,Sales,2021-08-17,2023-10-28,In Use,234.64,2023-09-12,Apple,Taipei,Non-Compliant,Win 11,1
ASSET_0916,Laptop,,Finance,2021-06-05,2024-08-28,Stock,848.64,2022-06-09,Lenovo,Other,Non-Compliant,Win 11,4
ASSET_0917,Tablet,User_296,Sales,2024-07-10,2026-08-11,In Use,159.1,2025-07-09,Dell,Other,At Risk,Win 10,0
ASSET_0918,Laptop,,HR,2023-11-24,2026-01-24,Stock,553.14,2027-01-06,Lenovo,Taipei,Compliant,macOS 13,1
ASSET_0919,Tablet,User_319,Sales,2024-06-07,2025-07-10,In Use,224.97,2026-06-26,Apple,Other,Compliant,Win 10,1
ASSET_0920,Laptop,User_316,Sales,2025-09-11,2027-10-16,In Use,347.8,2028-10-29,Apple,Other,Compliant,macOS 12,0
ASSET_0921,Laptop,,Operations,2024-11-15,2027-11-03,Retired,537.41,,Apple,Other,At Risk,macOS 13,1
ASSET_0922,Tablet,,Sales,2022-05-24,2024-05-01,Retired,460.85,,Apple,Hsinchu,Non-Compliant,Win 11,3
ASSET_0923,Tablet,,R&D,2020-10-23,2022-10-20,Decommissioned,,,Dell,Taipei,Compliant,Win 11,0
ASSET_0924,Laptop,User_326,Sales,2025-07-13,2027-06-29,In Use,444.81,2027-09-06,Lenovo,Taipei,Compliant,macOS 13,1
ASSET_0925,Tablet,,HR,2024-01-11,2025-01-18,Retired,293.21,,Apple,Hsinchu,At Risk,Win 10,2
ASSET_0926,Tablet,User_081,IT,2022-10-08,2024-12-12,In Use,370.01,2023-11-09,Apple,Cloud,At Risk,Win 10,2
ASSET_0927,Tablet,User_316,Sales,2024-03-29,2025-04-22,In Use,155.51,2025-05-24,HP,Taichung,At Risk,Win 10,0
ASSET_0928,Desktop,,R&D,2024-05-27,2027-07-15,Retired,,,Lenovo,Hsinchu,At Risk,macOS 14,1
ASSET_0929,Monitor,,HR,2025-11-27,2029-02-03,Stock,,,Lenovo,Taichung,Compliant,,0
ASSET_0930,Monitor,User_311,Sales,2023-04-05,2025-05-27,In Use,144.16,,Lenovo,Hsinchu,Compliant,,1
ASSET_0931,Monitor,,HR,2023-05-29,2026-08-25,Stock,135.07,,Dell,Taichung,Compliant,,1
ASSET_0932,Monitor,,HR,2022-11-05,2025-10-06,Stock,188.82,,HP,Taichung,Compliant,,2
ASSET_0933,Laptop,,Finance,2024-10-12,2026-09-24,Stock,256.0,2026-11-30,Lenovo,Taipei,Compliant,macOS 14,0
ASSET_0934,Monitor,User_115,IT,2023-06-02,2025-08-17,In Use,147.62,,Lenovo,Cloud,Compliant,,1
ASSET_0935,Laptop,,Finance,2025-09-25,2028-08-30,Stock,655.91,2026-09-16,Apple,Taipei,Compliant,Win 11,2
ASSET_0936,Laptop,User_219,Operations,2023-04-10,2025-04-03,In Use,639.43,2024-05-24,Apple,Hsinchu,At Risk,macOS 12,2
ASSET_0937,Monitor,User_204,Operations,2022-10-31,2025-12-29,In Use,244.85,,Lenovo,Taichung,Compliant,,3
ASSET_0938,Tablet,,HR,2024-12-06,2026-12-07,Stock,,2025-12-09,Apple,Taipei,At Risk,Win 10,0
ASSET_0939,Desktop,,HR,2024-09-12,2026-09-04,Stock,258.71,2026-10-09,Lenovo,Other,Compliant,macOS 13,0
ASSET_0940,Laptop,,HR,2024-12-07,2027-12-25,Stock,308.79,2027-02-01,Lenovo,Other,Compliant,macOS 12,0
ASSET_0941,Server,,IT,2025-05-29,2028-06-03,Stock,,2027-05-30,Cisco,Cloud,Compliant,Windows Server 2022,0
ASSET_0942,Server,User_259,R&D,2025-09-09,2028-08-09,In Use,939.85,2026-10-02,Cisco,Hsinchu,Compliant,RHEL 9,0
ASSET_0943,Server,User_148,IT,2025-05-23,2028-07-08,In Use,918.41,2027-05-13,Cisco,Cloud,Compliant,Windows Server 2022,0
ASSET_0944,Laptop,User_324,Sales,2026-04-14,2029-07-04,In Use,350.61,2028-05-05,HP,Taichung,Compliant,macOS 14,0
ASSET_0945,Desktop,User_299,Sales,2025-06-19,2028-08-23,In Use,,2026-08-04,HP,Other,Compliant,macOS 14,1
ASSET_0946,Tablet,User_322,Sales,2023-07-16,2025-08-13,In Use,208.5,2024-08-19,Lenovo,Taipei,At Risk,Win 11,1
ASSET_0947,Laptop,User_320,Sales,2023-04-06,2026-05-22,In Use,908.06,2024-05-14,HP,Taipei,At Risk,macOS 14,3
ASSET_0948,Laptop,,Finance,2023-10-29,2025-11-11,Stock,420.59,2024-12-22,Apple,Taipei,At Risk,Win 10,1
ASSET_0949,Laptop,User_096,IT,2023-09-10,2025-08-24,In Use,500.37,2024-09-01,Apple,Cloud,At Risk,Win 10,1
ASSET_0950,Desktop,,Finance,2023-02-15,2026-03-06,Stock,336.46,2025-02-01,Dell,Taipei,At Risk,macOS 12,1
ASSET_0951,Monitor,,HR,2024-03-31,2027-04-05,Retired,306.42,,HP,Taipei,At Risk,,3
ASSET_0952,Tablet,User_213,Operations,2025-03-31,2027-04-23,In Use,192.93,2026-05-21,HP,Hsinchu,Compliant,Win 10,1
ASSET_0953,Tablet,,HR,2024-07-24,2025-07-02,Stock,,2025-07-18,Lenovo,Taichung,At Risk,Win 10,0
ASSET_0954,Monitor,,IT,2020-08-28,2023-09-21,Retired,160.74,,HP,Hsinchu,Non-Compliant,,1
ASSET_0955,Monitor,,Finance,2023-02-22,2026-02-21,Retired,,,HP,Other,At Risk,,2
ASSET_0956,Server,User_214,Operations,2025-08-22,2030-09-11,In Use,2716.82,2028-08-14,HP,Other,Compliant,Ubuntu 22.04,2
ASSET_0957,Laptop,,R&D,2025-11-20,2027-12-10,Stock,735.63,2028-01-18,Dell,Other,Compliant,Win 10,2
ASSET_0958,Desktop,User_258,R&D,2022-03-24,2024-03-05,In Use,926.38,2024-03-04,Lenovo,Hsinchu,At Risk,Win 10,3
ASSET_0959,Laptop,User_252,R&D,2024-08-23,2026-09-14,In Use,274.69,2026-08-05,Lenovo,Hsinchu,Compliant,macOS 14,0
ASSET_0960,Laptop,,HR,2022-05-31,2024-07-27,Stock,706.25,2024-05-25,Apple,Hsinchu,Non-Compliant,Win 10,2
ASSET_0961,Desktop,,Operations,2024-07-21,2026-07-21,Stock,,2025-07-05,Lenovo,Hsinchu,At Risk,macOS 13,0
ASSET_0962,Laptop,User_319,Sales,2021-03-13,2023-02-18,In Use,,2023-02-27,HP,Taipei,Non-Compliant,macOS 14,3
ASSET_0963,Laptop,,Sales,2023-07-17,2026-07-13,Retired,,,Apple,Taipei,At Risk,macOS 13,1
ASSET_0964,Laptop,User_253,R&D,2022-11-09,2025-11-11,In Use,831.57,2024-10-20,Apple,Other,At Risk,Win 10,2
ASSET_0965,Laptop,User_336,Sales,2025-08-22,2028-09-16,In Use,488.02,2026-10-13,Apple,Taipei,Compliant,Win 10,1
ASSET_0966,Laptop,,HR,2025-05-12,2028-07-04,Stock,851.37,2026-04-23,Apple,Other,Compliant,macOS 12,3
ASSET_0967,Desktop,User_218,Operations,2024-08-30,2026-09-20,In Use,251.07,2027-08-11,Dell,Hsinchu,Compliant,macOS 13,0
ASSET_0968,Tablet,,Finance,2025-04-14,2027-05-28,Stock,281.87,2028-05-01,Apple,Taipei,Compliant,Win 10,2
ASSET_0969,Laptop,User_169,Operations,2021-11-01,2023-11-03,In Use,782.8,2023-11-25,Dell,Hsinchu,Non-Compliant,Win 11,3
ASSET_0970,Tablet,User_164,Operations,2022-02-09,2023-02-25,In Use,493.11,2024-04-06,Apple,Taichung,At Risk,Win 11,5
ASSET_0971,Laptop,User_181,Operations,2023-04-17,2026-03-24,In Use,804.31,2026-06-11,Lenovo,Hsinchu,Compliant,macOS 12,2
ASSET_0972,Desktop,,Finance,2022-06-11,2026-06-12,Stock,617.35,2023-06-17,HP,Taichung,At Risk,macOS 12,2
ASSET_0973,Desktop,,Finance,2022-09-14,2025-11-24,Stock,331.09,2023-09-11,HP,Taipei,At Risk,Win 10,1
ASSET_0974,Laptop,,HR,2021-05-28,2024-05-01,Stock,538.0,2023-05-13,Lenovo,Taipei,At Risk,macOS 13,2
ASSET_0975,Tablet,,R&D,2022-02-23,2024-02-02,Retired,535.86,,Apple,Hsinchu,Non-Compliant,Win 10,4
ASSET_0976,Monitor,User_223,Operations,2022-08-02,2024-08-01,In Use,,,Apple,Taipei,At Risk,,1
ASSET_0977,Laptop,User_307,Sales,2025-01-28,2028-01-03,In Use,540.79,2026-01-28,Lenovo,Taipei,At Risk,macOS 12,1
ASSET_0978,Laptop,User_342,Sales,2021-01-21,2023-03-01,In Use,986.6,2023-01-29,Apple,Hsinchu,Non-Compliant,Win 10,4
ASSET_0979,Laptop,User_342,Sales,2024-12-07,2026-12-07,In Use,857.67,2026-02-05,HP,Other,At Risk,macOS 12,2
ASSET_0980,Tablet,User_216,Operations,2021-07-12,2022-06-15,In Use,290.48,2023-09-08,Apple,Hsinchu,Non-Compliant,Win 11,2
ASSET_0981,Laptop,User_311,Sales,2024-11-16,2028-01-25,In Use,826.37,2025-11-24,Lenovo,Taichung,At Risk,macOS 13,2
ASSET_0982,Laptop,,R&D,2021-02-04,2024-04-04,Decommissioned,1044.37,,Dell,Other,At Risk,macOS 12,4
ASSET_0983,Laptop,,Finance,2023-09-07,2025-09-25,Stock,447.89,2024-09-26,Lenovo,Taipei,At Risk,Win 10,1
ASSET_0984,Server,User_243,R&D,2021-11-05,2027-01-13,In Use,2974.97,2023-10-22,Cisco,Hsinchu,At Risk,RHEL 9,2
ASSET_0985,Tablet,User_336,Sales,2024-09-04,2026-10-08,In Use,262.68,2026-10-03,Dell,Taipei,Compliant,Win 11,2
ASSET_0986,Desktop,User_155,Operations,2025-12-09,2030-01-27,In Use,264.65,2026-12-10,Lenovo,Hsinchu,Compliant,macOS 13,0
ASSET_0987,Tablet,User_358,Sales,2024-09-15,2025-09-12,In Use,346.13,2026-11-04,Dell,Hsinchu,Compliant,Win 11,2
ASSET_0988,Desktop,User_179,Operations,2022-09-15,2024-08-28,In Use,957.06,2024-09-13,Lenovo,Taichung,Non-Compliant,macOS 13,5
ASSET_0989,Server,User_249,R&D,2023-07-12,2026-07-22,In Use,3307.01,2025-07-24,Lenovo,Hsinchu,At Risk,Windows Server 2022,4
ASSET_0990,Monitor,User_206,Operations,2024-11-18,2026-11-16,In Use,170.89,,HP,Other,Compliant,,1
ASSET_0991,Laptop,,HR,2024-07-03,2026-07-14,Retired,1153.95,,Apple,Hsinchu,At Risk,macOS 13,5
ASSET_0992,Monitor,,Operations,2023-11-12,2025-10-23,Decommissioned,172.11,,Dell,Hsinchu,Compliant,,1
ASSET_0993,Monitor,,HR,2022-08-27,2025-11-10,Decommissioned,188.55,,Lenovo,Other,At Risk,,2
ASSET_0994,Laptop,,Finance,2022-11-09,2025-01-09,Stock,553.49,2024-12-19,Apple,Taipei,Non-Compliant,macOS 12,2
ASSET_0995,Monitor,User_107,IT,2026-03-09,2028-05-16,In Use,103.39,,Dell,Taipei,Compliant,,0
ASSET_0996,Tablet,,Sales,2026-01-18,2028-03-07,Stock,,2027-02-26,HP,Other,Compliant,Win 11,0
ASSET_0997,Monitor,User_285,R&D,2025-01-16,2028-03-11,In Use,182.68,,HP,Hsinchu,Compliant,,1
ASSET_0998,Tablet,User_219,Operations,2024-06-29,2026-06-24,In Use,134.4,2026-08-07,Apple,Taichung,Compliant,Win 11,0
ASSET_0999,Desktop,User_125,IT,2022-02-21,2025-05-05,In Use,507.91,2023-02-08,Dell,Taichung,At Risk,macOS 13,1
ASSET_1000,Laptop,,Finance,2022-03-27,2024-05-22,Retired,1132.83,,Dell,Other,Non-Compliant,macOS 13,4
